Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,days_count
1,0,1,1.0,2.0,5.2,0.27,4418
0,1,1,3.0,5.0,6.8,0.47,4589
0,0,0,1.0,3.0,5.5,0.35,4506
0,1,0,3.0,6.0,7.0,0.69,4729
0,0,1,4.0,8.0,8.1,0.69,4452
0,0,1,2.0,4.0,5.0,0.38,4647
0,1,0,2.0,4.0,7.2,0.57,4670
0,0,1,2.0,5.0,7.7,0.58,4648
1,0,1,0.0,1.0,2.6,0.09,4393
1,0,1,2.0,4.0,6.0,0.46,4693
1,0,1,0.0,1.0,3.2,0.12,4685
0,0,0,3.0,7.0,8.1,0.75,4473
1,1,1,2.0,3.0,1.2,0.05,4618
0,0,0,3.0,7.0,7.6,0.79,4650
0,0,1,3.0,5.0,7.4,0.63,4733
0,0,1,3.0,5.0,5.4,0.42,4638
0,0,1,1.0,3.0,5.5,0.46,4457
0,0,1,2.0,4.0,6.1,0.5,4682
0,1,1,2.0,3.0,5.6,0.32,4550
1,0,1,1.0,4.0,4.5,0.35,4641
0,1,0,4.0,6.0,6.5,0.49,4633
1,0,1,0.0,2.0,2.6,0.16,4520
1,0,1,2.0,3.0,3.7,0.29,4536
1,0,1,2.0,4.0,4.8,0.36,4638
1,0,1,2.0,3.0,4.2,0.22,4561
1,0,0,2.0,4.0,3.3,0.11,4665
1,0,0,3.0,6.0,7.9,0.62,4473
1,0,0,2.0,5.0,7.2,0.53,4710
1,1,1,2.0,6.0,6.4,0.55,4507
0,1,1,0.0,1.0,3.8,0.2,4531
1,0,0,1.0,1.0,4.9,0.27,4412
1,0,0,2.0,3.0,6.0,0.42,4460
1,0,0,1.0,4.0,6.1,0.56,4563
1,1,0,3.0,6.0,7.2,0.59,4394
1,1,1,3.0,4.0,5.7,0.38,4592
0,0,1,2.0,4.0,6.8,0.48,4668
1,1,1,1.0,2.0,5.1,0.37,4631
0,0,0,4.0,9.0,9.8,0.98,4546
0,0,0,4.0,6.0,8.3,0.66,4420
0,0,1,1.0,1.0,3.3,0.2,4534
0,0,1,4.0,7.0,7.8,0.64,4510
1,0,1,2.0,5.0,8.1,0.62,4555
0,1,0,2.0,4.0,3.2,0.27,4587
0,0,1,2.0,6.0,6.9,0.51,4388
0,1,1,2.0,6.0,8.3,0.74,4420
1,0,0,4.0,9.0,9.3,1.0,4600
0,1,1,2.0,5.0,7.1,0.52,4608
0,0,0,1.0,4.0,6.0,0.47,4433
0,0,1,4.0,8.0,7.4,0.71,4390
0,0,0,1.0,4.0,4.6,0.36,4560
1,0,0,4.0,7.0,6.6,0.56,4432
0,0,0,3.0,6.0,5.4,0.43,4610
1,0,0,4.0,6.0,8.4,0.65,4540
1,1,0,4.0,8.0,7.5,0.67,4679
0,1,0,4.0,8.0,8.5,0.91,4435
0,1,0,3.0,5.0,5.4,0.5,4579
0,1,0,2.0,4.0,5.4,0.36,4691
1,1,1,0.0,2.0,3.7,0.22,4511
1,0,0,3.0,4.0,6.3,0.46,4490
0,1,1,2.0,5.0,7.0,0.54,4479
0,0,1,1.0,2.0,5.0,0.31,4490
1,0,0,3.0,8.0,8.3,0.71,4619
0,0,0,3.0,5.0,6.6,0.51,4748
0,1,0,2.0,3.0,4.7,0.29,4396
0,0,1,2.0,3.0,2.8,0.19,4652
1,1,0,2.0,2.0,1.6,0.1,4426
0,0,0,2.0,4.0,6.6,0.44,4556
0,1,0,3.0,7.0,8.2,0.82,4490
0,0,0,2.0,5.0,5.9,0.4,4609
0,0,1,2.0,4.0,6.3,0.46,4396
0,1,1,1.0,1.0,0.0,0.0,4460
1,0,1,3.0,4.0,5.9,0.49,4408
0,0,1,4.0,7.0,7.8,0.71,4389
0,0,1,2.0,3.0,4.8,0.38,4428
1,0,0,2.0,5.0,6.3,0.55,4507
1,0,1,4.0,9.0,9.1,0.73,4626
1,0,1,3.0,5.0,6.5,0.51,4446
1,1,1,1.0,3.0,4.4,0.25,4555
0,0,0,2.0,4.0,5.0,0.41,4684
1,0,0,2.0,5.0,6.7,0.6,4685
1,0,1,0.0,1.0,3.6,0.17,4700
1,1,0,1.0,4.0,5.6,0.35,4643
1,0,1,3.0,5.0,5.1,0.35,4646
1,1,0,4.0,8.0,8.7,0.77,4396
1,1,1,1.0,2.0,4.2,0.25,4614
0,0,0,2.0,5.0,6.3,0.56,4546
0,0,1,1.0,2.0,2.1,0.16,4566
1,0,1,2.0,4.0,4.1,0.33,4455
1,0,1,3.0,6.0,7.3,0.57,4541
1,0,1,1.0,4.0,5.2,0.3,4506
1,0,1,1.0,4.0,4.4,0.39,4471
0,1,0,2.0,5.0,7.1,0.53,4611
1,0,0,2.0,6.0,7.0,0.68,4494
0,0,0,2.0,4.0,8.0,0.6,4506
1,0,0,0.0,1.0,2.6,0.2,4595
0,0,1,0.0,2.0,2.8,0.19,4485
1,1,0,4.0,8.0,7.8,0.7,4517
0,0,1,2.0,4.0,5.0,0.47,4386
1,1,0,3.0,5.0,6.4,0.59,4631
1,1,1,5.0,9.0,7.8,0.79,4561
0,1,1,0.0,1.0,1.0,0.09,4510
1,0,0,3.0,6.0,4.3,0.36,4430
1,0,0,0.0,1.0,2.7,0.14,4700
0,1,1,1.0,2.0,0.0,0.0,4733
0,1,0,3.0,8.0,9.2,0.81,4701
1,1,0,4.0,8.0,7.5,0.7,4420
0,0,1,2.0,4.0,4.8,0.35,4526
0,1,1,0.0,1.0,3.9,0.26,4731
0,0,1,2.0,3.0,5.2,0.37,4450
1,0,0,1.0,2.0,5.2,0.36,4725
0,0,0,2.0,4.0,4.8,0.41,4518
1,0,0,3.0,7.0,6.5,0.54,4702
0,0,1,2.0,2.0,2.9,0.22,4390
0,1,1,1.0,3.0,5.4,0.31,4622
0,0,1,2.0,4.0,4.7,0.39,4663
0,1,0,3.0,6.0,6.2,0.54,4678
1,0,1,3.0,7.0,6.2,0.57,4600
1,0,1,1.0,2.0,4.1,0.31,4425
0,1,1,2.0,4.0,7.2,0.55,4749
0,0,1,2.0,3.0,6.4,0.47,4632
0,0,1,3.0,6.0,7.0,0.55,4628
1,0,0,2.0,5.0,7.0,0.56,4561
1,0,0,2.0,4.0,4.3,0.35,4496
0,0,0,4.0,8.0,7.3,0.64,4705
1,0,1,4.0,6.0,5.3,0.49,4401
1,0,0,0.0,2.0,2.2,0.15,4619
1,1,0,4.0,6.0,7.2,0.64,4417
0,1,1,1.0,2.0,4.5,0.23,4640
0,0,0,1.0,2.0,3.4,0.14,4751
0,1,0,2.0,4.0,3.6,0.28,4545
0,1,0,3.0,7.0,7.8,0.61,4592
0,0,1,1.0,3.0,4.9,0.32,4431
0,0,0,3.0,5.0,8.4,0.67,4439
1,1,0,3.0,7.0,7.4,0.54,4455
0,1,0,3.0,5.0,7.3,0.55,4673
1,0,1,3.0,7.0,8.8,0.83,4654
0,0,0,3.0,6.0,7.1,0.69,4545
1,1,0,2.0,4.0,7.4,0.68,4702
1,1,0,2.0,5.0,8.0,0.6,4532
0,0,1,1.0,3.0,5.1,0.46,4629
1,0,1,1.0,2.0,4.0,0.32,4564
0,1,1,1.0,3.0,5.7,0.44,4739
1,0,1,1.0,2.0,4.8,0.25,4443
0,1,0,3.0,6.0,8.0,0.6,4598
1,0,1,2.0,3.0,5.5,0.4,4482
0,1,0,2.0,5.0,5.8,0.51,4476
0,0,0,3.0,5.0,6.9,0.67,4458
0,0,0,1.0,3.0,5.9,0.45,4698
1,1,0,1.0,3.0,3.7,0.31,4574
1,0,0,3.0,6.0,9.3,0.81,4664
1,0,0,3.0,8.0,7.7,0.79,4447
1,0,0,1.0,2.0,5.6,0.4,4509
0,0,0,2.0,4.0,4.5,0.39,4552
1,1,1,1.0,1.0,3.6,0.22,4574
1,1,1,1.0,3.0,6.0,0.4,4505
0,0,1,1.0,2.0,2.0,0.04,4660
0,0,1,0.0,1.0,0.0,0.0,4695
0,0,0,2.0,6.0,7.1,0.62,4499
1,0,0,1.0,5.0,5.7,0.51,4716
0,0,1,2.0,3.0,2.5,0.2,4556
0,0,0,1.0,4.0,6.9,0.47,4410
1,0,0,2.0,3.0,4.4,0.21,4592
0,0,1,3.0,6.0,6.3,0.46,4412
0,1,1,2.0,3.0,6.5,0.45,4579
0,0,0,3.0,7.0,7.7,0.72,4402
1,1,1,2.0,4.0,6.4,0.41,4676
0,0,1,2.0,4.0,6.5,0.44,4748
1,0,1,2.0,4.0,5.1,0.43,4558
0,1,0,1.0,4.0,5.8,0.52,4585
1,1,1,1.0,4.0,5.7,0.44,4404
0,0,0,2.0,6.0,7.7,0.78,4477
1,0,1,2.0,4.0,4.9,0.34,4495
1,0,0,1.0,3.0,3.0,0.18,4589
1,0,1,3.0,5.0,5.3,0.38,4602
0,0,1,2.0,4.0,6.3,0.41,4643
1,1,0,2.0,4.0,4.4,0.32,4700
0,0,0,5.0,9.0,9.6,0.82,4691
1,0,1,3.0,6.0,7.4,0.52,4562
1,0,1,2.0,3.0,2.7,0.21,4389
0,0,1,2.0,5.0,6.3,0.56,4708
1,0,0,4.0,8.0,7.7,0.57,4546
0,0,0,1.0,2.0,4.5,0.35,4695
0,1,1,2.0,4.0,7.3,0.64,4618
1,0,0,2.0,3.0,5.6,0.5,4433
0,1,0,2.0,4.0,7.5,0.53,4608
1,1,1,1.0,3.0,5.1,0.35,4576
1,1,1,3.0,4.0,5.9,0.42,4615
1,0,0,3.0,6.0,7.8,0.69,4635
0,1,0,2.0,3.0,6.2,0.39,4673
0,1,1,4.0,7.0,7.5,0.62,4423
1,1,0,3.0,6.0,6.8,0.55,4474
0,0,0,4.0,6.0,6.7,0.64,4567
0,0,0,3.0,6.0,6.4,0.54,4528
0,0,1,2.0,5.0,4.9,0.31,4471
1,0,1,1.0,4.0,5.9,0.51,4419
0,1,1,1.0,2.0,4.3,0.24,4486
1,1,0,0.0,1.0,2.4,0.11,4715
1,0,1,2.0,5.0,5.7,0.35,4643
1,0,1,2.0,3.0,5.1,0.39,4577
1,0,0,2.0,4.0,5.5,0.39,4629
0,0,0,4.0,8.0,8.9,0.74,4702
1,1,0,3.0,7.0,8.6,0.7,4456
1,0,1,2.0,4.0,5.3,0.38,4576
0,1,0,1.0,4.0,6.1,0.39,4524
0,1,0,2.0,3.0,6.6,0.46,4422
0,0,0,1.0,2.0,4.5,0.33,4578
0,0,1,1.0,3.0,5.1,0.46,4561
1,0,1,2.0,4.0,5.0,0.34,4495
1,0,0,1.0,3.0,4.3,0.37,4574
0,1,0,1.0,3.0,5.8,0.37,4640
1,0,1,3.0,4.0,4.9,0.41,4464
1,1,0,4.0,7.0,10.0,0.88,4470
1,0,1,2.0,4.0,5.3,0.47,4723
1,1,1,0.0,1.0,0.0,0.0,4531
1,0,1,2.0,4.0,4.3,0.34,4497
1,0,1,1.0,4.0,4.2,0.3,4413
1,1,1,1.0,1.0,1.0,0.0,4424
1,0,0,0.0,1.0,2.4,0.11,4437
1,0,1,1.0,2.0,2.1,0.07,4391
1,0,1,1.0,3.0,5.5,0.48,4507
0,1,1,2.0,4.0,3.7,0.3,4611
1,1,0,1.0,4.0,7.3,0.5,4429
0,0,1,2.0,5.0,5.8,0.49,4482
1,1,0,3.0,6.0,4.8,0.42,4628
0,0,0,2.0,4.0,6.9,0.56,4422
1,0,1,4.0,7.0,6.9,0.57,4657
0,1,1,3.0,7.0,7.5,0.66,4631
1,0,1,3.0,5.0,7.0,0.49,4669
1,0,1,3.0,6.0,6.9,0.45,4553
0,1,0,5.0,10.0,7.9,0.73,4497
0,0,1,2.0,3.0,4.8,0.37,4506
1,1,1,3.0,6.0,5.4,0.45,4464
1,0,0,5.0,9.0,8.6,0.85,4649
0,0,1,1.0,2.0,3.2,0.12,4524
0,1,0,4.0,8.0,7.3,0.52,4505
1,0,0,2.0,4.0,4.8,0.41,4632
1,0,1,3.0,4.0,3.7,0.28,4570
0,1,1,2.0,4.0,5.1,0.37,4556
1,0,0,4.0,7.0,6.7,0.62,4745
0,1,1,0.0,1.0,2.2,0.11,4582
0,1,0,0.0,1.0,2.0,0.16,4534
1,0,1,1.0,4.0,4.1,0.32,4556
0,0,0,1.0,3.0,5.0,0.38,4599
0,0,1,2.0,4.0,4.7,0.41,4470
0,1,0,0.0,1.0,3.9,0.26,4692
1,0,0,4.0,8.0,7.4,0.68,4636
0,0,0,2.0,4.0,6.8,0.53,4541
1,0,1,1.0,2.0,4.7,0.39,4740
0,1,1,1.0,3.0,5.7,0.37,4495
1,1,1,2.0,4.0,4.7,0.41,4726
0,1,1,1.0,2.0,3.4,0.28,4463
1,1,0,2.0,4.0,5.2,0.38,4514
0,0,1,2.0,5.0,6.9,0.6,4692
1,0,1,1.0,3.0,5.9,0.36,4696
0,0,1,1.0,3.0,4.3,0.37,4615
1,0,1,2.0,4.0,5.8,0.35,4722
1,0,1,3.0,6.0,5.9,0.48,4727
0,0,0,4.0,6.0,8.2,0.61,4392
1,0,1,2.0,4.0,5.7,0.47,4623
0,0,1,4.0,7.0,7.2,0.59,4707
1,0,0,2.0,6.0,6.8,0.51,4612
1,0,1,3.0,4.0,5.5,0.47,4604
1,1,1,2.0,4.0,6.3,0.45,4561
0,0,1,4.0,7.0,8.9,0.74,4672
0,0,1,1.0,3.0,5.8,0.44,4582
0,0,0,2.0,4.0,6.8,0.52,4520
1,0,1,2.0,4.0,2.2,0.18,4522
0,1,1,2.0,5.0,6.5,0.56,4519
0,1,0,2.0,5.0,6.7,0.5,4419
0,0,1,1.0,3.0,3.5,0.2,4554
0,0,0,1.0,5.0,6.6,0.58,4584
1,0,1,1.0,2.0,5.1,0.27,4526
1,0,0,3.0,5.0,5.0,0.41,4745
0,0,1,2.0,2.0,3.5,0.25,4611
0,0,0,0.0,1.0,2.4,0.18,4447
0,0,1,1.0,2.0,4.7,0.36,4748
0,1,0,2.0,5.0,6.5,0.64,4731
0,1,0,0.0,2.0,3.5,0.14,4667
0,1,0,4.0,8.0,7.9,0.76,4534
0,0,1,1.0,2.0,5.1,0.32,4613
1,1,0,2.0,5.0,6.3,0.55,4670
0,1,0,2.0,5.0,7.0,0.69,4698
1,0,0,3.0,6.0,7.3,0.62,4472
0,0,1,4.0,8.0,9.6,0.83,4646
0,1,1,1.0,2.0,3.7,0.31,4389
1,1,0,2.0,4.0,5.8,0.42,4545
0,0,0,3.0,8.0,7.7,0.7,4425
0,0,1,0.0,1.0,1.8,0.05,4392
0,1,1,2.0,4.0,5.6,0.48,4610
1,1,0,3.0,6.0,6.6,0.49,4390
1,0,0,2.0,5.0,7.9,0.59,4583
0,0,0,3.0,5.0,7.2,0.49,4451
0,0,0,0.0,1.0,1.1,0.08,4464
0,0,0,4.0,7.0,6.6,0.59,4497
1,0,1,2.0,4.0,5.6,0.32,4697
1,0,1,2.0,5.0,5.3,0.42,4521
1,0,1,1.0,2.0,6.1,0.4,4701
0,0,0,4.0,7.0,7.6,0.57,4502
1,0,0,3.0,5.0,6.5,0.44,4501
1,1,0,2.0,4.0,7.7,0.6,4400
0,0,0,2.0,6.0,6.4,0.56,4633
0,0,1,4.0,8.0,9.6,0.85,4744
1,1,1,2.0,5.0,7.0,0.47,4618
0,0,1,2.0,6.0,9.1,0.77,4445
0,1,1,1.0,2.0,4.3,0.23,4576
1,1,1,1.0,3.0,5.1,0.27,4726
1,1,0,2.0,3.0,6.3,0.42,4676
1,0,1,2.0,4.0,7.2,0.53,4686
1,1,1,3.0,5.0,6.3,0.53,4395
0,1,0,3.0,6.0,6.2,0.51,4670
0,1,1,3.0,4.0,6.1,0.44,4656
0,0,1,2.0,4.0,4.6,0.42,4412
1,0,1,2.0,4.0,5.5,0.48,4390
1,1,0,2.0,4.0,3.1,0.25,4399
0,0,0,2.0,5.0,6.3,0.58,4643
0,0,1,1.0,3.0,3.3,0.15,4709
1,1,0,2.0,5.0,6.6,0.47,4491
0,0,1,3.0,5.0,5.2,0.35,4541
0,1,0,1.0,2.0,4.3,0.24,4411
1,0,0,1.0,3.0,4.5,0.36,4537
1,1,0,1.0,2.0,3.5,0.15,4634
0,1,0,3.0,5.0,7.3,0.55,4591
1,0,0,3.0,5.0,5.2,0.37,4534
1,1,0,3.0,5.0,4.8,0.43,4457
1,0,1,1.0,3.0,2.8,0.11,4673
1,1,0,0.0,1.0,0.0,0.0,4739
0,0,1,3.0,6.0,7.9,0.58,4574
1,1,1,3.0,5.0,4.9,0.36,4741
1,0,0,2.0,4.0,5.5,0.52,4632
1,1,0,3.0,7.0,5.9,0.56,4593
0,0,0,3.0,6.0,8.1,0.64,4579
0,0,0,1.0,2.0,3.5,0.29,4686
1,0,1,2.0,3.0,6.7,0.5,4475
1,0,1,2.0,4.0,1.8,0.13,4506
1,0,1,2.0,5.0,4.8,0.39,4679
0,1,0,2.0,5.0,6.4,0.53,4751
0,0,0,2.0,3.0,4.5,0.25,4549
1,1,0,0.0,1.0,0.7,0.02,4682
0,0,0,2.0,5.0,6.9,0.64,4664
1,1,0,4.0,7.0,9.1,0.82,4450
0,0,0,2.0,5.0,6.1,0.47,4403
0,0,0,4.0,8.0,9.0,0.75,4523
0,0,1,3.0,5.0,6.8,0.46,4451
1,0,1,2.0,4.0,6.8,0.47,4517
0,1,0,3.0,7.0,7.3,0.53,4643
0,1,0,2.0,4.0,7.3,0.51,4395
1,0,0,3.0,7.0,7.6,0.65,4670
0,0,0,4.0,8.0,8.0,0.75,4673
1,1,0,4.0,7.0,9.3,0.88,4616
1,0,0,3.0,6.0,4.9,0.45,4704
1,1,1,2.0,5.0,6.0,0.51,4448
0,0,1,2.0,3.0,5.8,0.5,4595
0,1,1,2.0,6.0,7.3,0.53,4534
1,1,1,1.0,3.0,5.1,0.36,4654
1,0,0,1.0,2.0,3.4,0.19,4618
1,1,1,2.0,4.0,5.6,0.45,4741
1,0,0,2.0,3.0,6.3,0.46,4696
1,1,0,3.0,6.0,6.4,0.61,4598
0,1,0,2.0,3.0,4.6,0.25,4716
0,0,0,2.0,4.0,5.0,0.33,4722
1,1,1,2.0,4.0,3.3,0.26,4727
0,1,1,3.0,5.0,4.8,0.41,4604
0,0,1,2.0,2.0,4.3,0.22,4494
0,1,1,2.0,2.0,4.6,0.26,4730
0,0,0,2.0,4.0,6.9,0.63,4428
0,0,1,1.0,3.0,4.1,0.33,4491
0,0,0,2.0,6.0,7.5,0.74,4562
0,0,1,0.0,2.0,4.0,0.3,4641
1,0,0,4.0,7.0,6.6,0.49,4735
0,1,0,2.0,6.0,7.6,0.73,4615
1,1,1,2.0,5.0,6.1,0.57,4424
0,0,0,2.0,5.0,7.1,0.59,4648
1,0,0,3.0,6.0,6.1,0.51,4732
1,0,0,4.0,8.0,7.9,0.84,4481
0,1,0,2.0,5.0,6.3,0.59,4586
0,1,0,2.0,6.0,7.9,0.71,4491
1,0,1,1.0,2.0,4.8,0.31,4739
0,0,0,3.0,5.0,6.3,0.55,4405
1,1,0,3.0,6.0,7.2,0.6,4708
1,0,1,3.0,6.0,6.3,0.48,4744
1,0,1,2.0,6.0,7.7,0.76,4386
0,0,1,2.0,5.0,5.6,0.45,4512
0,0,0,4.0,8.0,9.6,0.8,4394
1,0,0,2.0,4.0,5.8,0.48,4453
0,0,1,2.0,3.0,4.4,0.37,4605
0,0,1,1.0,2.0,5.8,0.42,4530
1,1,1,2.0,3.0,5.4,0.33,4705
1,0,0,4.0,8.0,7.4,0.74,4454
1,1,0,2.0,3.0,5.0,0.27,4655
0,0,0,2.0,3.0,6.2,0.49,4727
1,0,1,3.0,5.0,6.7,0.43,4531
1,1,1,2.0,3.0,4.6,0.28,4646
1,1,1,2.0,4.0,2.7,0.14,4546
1,0,1,0.0,1.0,5.0,0.3,4469
1,0,1,2.0,4.0,4.8,0.41,4421
1,0,1,2.0,4.0,5.4,0.31,4723
1,0,1,2.0,4.0,6.7,0.57,4547
0,0,1,3.0,5.0,5.0,0.4,4653
0,1,0,2.0,6.0,6.7,0.54,4413
1,0,1,3.0,5.0,5.4,0.46,4518
1,1,1,0.0,1.0,2.7,0.18,4645
1,0,1,3.0,5.0,6.8,0.66,4730
1,0,0,4.0,8.0,8.0,0.74,4694
1,1,0,1.0,2.0,4.6,0.35,4562
0,0,0,2.0,5.0,7.5,0.6,4405
0,0,0,4.0,8.0,7.3,0.67,4621
1,1,1,2.0,5.0,6.5,0.47,4503
0,1,1,2.0,4.0,6.2,0.42,4621
1,0,0,5.0,9.0,8.9,0.94,4715
0,0,1,1.0,3.0,2.8,0.23,4683
1,1,0,4.0,7.0,7.8,0.69,4651
0,0,0,4.0,8.0,9.1,0.87,4713
0,0,1,1.0,2.0,5.4,0.35,4683
0,0,1,4.0,7.0,6.9,0.68,4615
1,0,1,3.0,5.0,6.0,0.39,4461
1,1,1,2.0,4.0,6.5,0.48,4448
1,0,0,3.0,5.0,7.8,0.63,4485
1,0,1,2.0,4.0,5.4,0.37,4417
1,1,1,3.0,6.0,7.1,0.57,4713
1,1,1,0.0,1.0,2.8,0.16,4612
1,1,0,2.0,4.0,3.5,0.3,4598
0,0,1,2.0,3.0,4.4,0.28,4392
1,1,0,2.0,5.0,3.9,0.33,4630
1,0,0,0.0,1.0,3.0,0.14,4387
1,1,1,3.0,5.0,5.6,0.4,4404
1,0,0,1.0,2.0,4.5,0.23,4724
1,1,1,2.0,4.0,2.5,0.19,4592
0,0,0,2.0,6.0,7.1,0.6,4477
1,0,1,5.0,10.0,10.0,0.92,4480
0,0,1,1.0,2.0,5.3,0.38,4545
1,0,0,3.0,8.0,7.2,0.73,4743
1,0,1,2.0,3.0,5.2,0.45,4697
0,0,0,0.0,1.0,0.2,0.0,4554
1,1,1,4.0,8.0,5.9,0.51,4648
1,1,1,2.0,4.0,4.8,0.35,4404
0,0,1,0.0,1.0,3.9,0.21,4442
0,0,1,3.0,7.0,7.1,0.73,4421
0,0,1,1.0,3.0,5.6,0.43,4674
0,0,0,4.0,8.0,8.2,0.73,4504
1,1,0,0.0,1.0,4.7,0.23,4510
1,0,0,4.0,8.0,5.9,0.55,4480
0,0,0,2.0,5.0,5.4,0.48,4415
0,1,0,4.0,8.0,8.3,0.63,4541
1,0,1,1.0,4.0,5.9,0.43,4496
0,0,0,3.0,7.0,6.6,0.57,4693
0,1,1,1.0,3.0,4.9,0.4,4452
1,1,1,1.0,3.0,5.3,0.42,4656
0,1,1,2.0,5.0,7.1,0.67,4450
1,0,1,0.0,1.0,0.9,0.0,4733
0,0,1,4.0,8.0,7.6,0.62,4528
1,1,1,1.0,3.0,4.8,0.39,4467
1,0,1,2.0,4.0,5.1,0.41,4701
0,0,1,3.0,5.0,3.9,0.33,4650
1,0,1,0.0,1.0,0.0,0.0,4531
0,1,0,2.0,5.0,8.0,0.61,4680
1,0,0,1.0,2.0,4.0,0.2,4656
1,0,1,2.0,3.0,6.6,0.43,4723
1,0,0,4.0,7.0,6.8,0.69,4571
1,1,0,4.0,6.0,6.1,0.59,4454
0,0,0,5.0,10.0,9.4,1.0,4484
0,0,0,3.0,4.0,6.7,0.45,4586
0,0,1,0.0,1.0,0.0,0.0,4431
0,0,0,2.0,4.0,6.3,0.55,4426
1,0,0,1.0,2.0,6.2,0.5,4694
0,0,1,2.0,3.0,5.2,0.35,4746
1,1,1,0.0,1.0,2.3,0.08,4398
1,0,1,1.0,3.0,4.4,0.35,4500
1,0,0,4.0,7.0,7.4,0.54,4708
1,0,0,3.0,6.0,8.7,0.7,4607
1,0,1,0.0,1.0,2.5,0.12,4686
0,1,1,4.0,6.0,6.5,0.57,4580
1,1,0,3.0,6.0,7.5,0.7,4406
0,0,0,4.0,7.0,7.4,0.63,4739
1,0,0,1.0,4.0,6.0,0.37,4639
0,1,0,2.0,5.0,8.9,0.7,4465
0,1,1,1.0,2.0,2.7,0.16,4481
1,0,0,3.0,6.0,4.8,0.37,4538
1,1,1,3.0,7.0,5.9,0.52,4567
0,0,0,3.0,5.0,8.4,0.66,4606
1,1,1,3.0,5.0,6.6,0.46,4473
1,1,1,1.0,2.0,3.6,0.18,4704
1,0,1,2.0,4.0,3.3,0.26,4699
0,1,0,0.0,1.0,3.5,0.28,4511
1,1,1,1.0,4.0,5.2,0.41,4619
1,1,0,2.0,5.0,7.0,0.63,4590
0,0,0,3.0,8.0,7.3,0.75,4401
1,0,0,2.0,6.0,7.0,0.7,4625
0,0,0,3.0,7.0,7.5,0.72,4474
1,1,1,3.0,4.0,5.5,0.32,4661
1,0,0,0.0,1.0,4.0,0.28,4537
1,1,1,3.0,4.0,4.8,0.43,4450
0,0,0,1.0,2.0,2.0,0.15,4495
0,0,1,4.0,8.0,7.8,0.6,4737
1,1,0,4.0,9.0,8.0,0.76,4655
1,1,0,4.0,8.0,9.0,0.84,4631
1,0,1,2.0,3.0,2.6,0.17,4484
0,0,0,1.0,3.0,5.0,0.32,4502
0,1,0,3.0,6.0,8.6,0.87,4689
0,1,0,1.0,3.0,6.8,0.54,4433
0,0,1,3.0,8.0,7.9,0.77,4698
1,0,1,3.0,5.0,5.0,0.32,4492
0,1,0,1.0,3.0,5.2,0.4,4417
0,1,0,5.0,9.0,8.1,0.72,4662
1,1,0,2.0,4.0,5.2,0.34,4537
0,0,0,3.0,7.0,7.9,0.77,4618
1,1,0,1.0,4.0,6.0,0.42,4705
1,1,0,2.0,4.0,4.2,0.31,4509
0,0,1,2.0,4.0,6.6,0.45,4521
0,0,0,3.0,5.0,7.5,0.58,4405
1,0,1,0.0,1.0,2.3,0.16,4691
0,1,0,3.0,6.0,8.9,0.72,4468
1,1,1,2.0,3.0,4.6,0.38,4591
1,0,0,2.0,5.0,5.9,0.57,4647
0,1,0,1.0,3.0,4.8,0.4,4486
0,1,1,3.0,6.0,7.6,0.57,4518
0,0,0,1.0,4.0,4.9,0.36,4671
1,0,0,4.0,9.0,9.5,0.99,4688
0,1,0,2.0,5.0,7.5,0.6,4715
1,1,0,3.0,6.0,8.3,0.63,4650
0,1,1,2.0,4.0,6.3,0.4,4626
1,0,0,0.0,1.0,0.5,0.01,4670
1,0,0,4.0,8.0,9.3,0.77,4592
0,0,1,2.0,6.0,6.0,0.55,4570
1,1,0,3.0,6.0,6.7,0.58,4402
1,0,0,4.0,6.0,6.9,0.69,4731
0,0,1,3.0,5.0,5.7,0.54,4670
1,0,0,3.0,5.0,5.8,0.53,4676
0,1,0,4.0,9.0,9.3,0.97,4572
1,1,1,0.0,2.0,2.5,0.17,4590
1,0,1,0.0,1.0,4.6,0.22,4394
1,0,1,1.0,1.0,3.1,0.26,4436
1,1,1,1.0,3.0,4.5,0.35,4448
0,1,1,3.0,7.0,7.6,0.73,4460
1,1,1,3.0,5.0,5.3,0.36,4621
0,0,1,3.0,5.0,8.2,0.69,4624
0,0,0,4.0,7.0,7.9,0.6,4700
1,1,0,2.0,3.0,4.5,0.25,4459
0,1,0,2.0,4.0,5.1,0.34,4685
0,1,1,2.0,3.0,4.8,0.39,4564
1,0,0,2.0,6.0,8.5,0.71,4488
0,0,0,2.0,4.0,7.0,0.63,4548
0,1,0,3.0,6.0,8.0,0.65,4723
1,0,0,2.0,5.0,7.9,0.65,4416
0,1,1,2.0,3.0,3.5,0.24,4647
1,1,0,2.0,3.0,4.8,0.37,4408
0,1,0,3.0,6.0,9.2,0.8,4735
1,1,0,2.0,3.0,5.0,0.38,4718
0,1,1,3.0,5.0,4.9,0.45,4458
1,0,1,1.0,4.0,6.1,0.37,4464
0,0,1,2.0,5.0,6.2,0.61,4453
1,0,1,2.0,6.0,7.0,0.59,4449
0,0,1,2.0,5.0,4.7,0.41,4425
0,0,1,1.0,2.0,3.7,0.29,4651
0,0,1,1.0,3.0,4.8,0.25,4624
1,0,1,3.0,5.0,4.1,0.34,4391
1,0,1,2.0,3.0,4.4,0.26,4684
0,1,1,5.0,10.0,9.2,1.0,4624
